psraid,sample,int_date,lang,usr,cregion,state,form,sex,q1,q3,eminuse,intmob,intfreq,home4nw,bbhome1,bbhome2,bbhome3a,bbhome3b,bbhome3c,bbhome3d,bbhome3e,device1a,smart1,q4,bbsmart1,bbsmart2,bbsmart3a,bbsmart3b,bbsmart3c,bbsmart3d,bbsmart3e,bbsmart3f,bbsmart4,cable1,cable2,cable3a,cable3b,cable3c,act19,act87a,act87b,act137,q5a,q5b,q5c,q5d,q5e,q5f,date1a,date2a,date3a,date3b,date4a,date4b,date4c,date4d,date4e,date4f,game1,game2a,game2b,game2c,game2d,game2e,game2f,game3a,game3b,game4,emplnw,emptype1,emptype2,emptype3,stud,job1a,job1b,job1c,job1d,job1e,job1f,job2,job3a,job3b,job3c,job3d,job3e,job3f,job3g,job3h,job4,smjob1,smjob2a,smjob2b,smjob2c,smjob2d,smjob2e,smjob3,smjob4a,smjob4b,smjob4c,smjob4d,smjob4e,snsjob1a,snsjob1b,snsjob1c,snsjob2a,snsjob2b,job5a,job5b,job5c,job5d,auto1a,auto1b,auto1c,auto1d,auto1e,auto2,auto3,age,marital,hh1,par,kidage1,kidage2,kidage3,educ2,edinst,disa,party,partyln,ideo,hisp,birth_hisp,race,inc,ql1a,qc1,zipcode,weight,standwt
101614,1,62715,1,S,2,26,2,1,2,2,1,2,2,1,2, ,2,2,8,8,2,1,2,1, , , , , , , , , ,1, , , , ,2, ,2,2, , , ,2,2,2,2, ,2,2,2,8,1,8,8,1,2,8,1,8,8,8,8,8,1, ,2,8,2,1,3,1,1,1,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,2,4,4,4,4,4,2,2,75,1,2,2, , , ,6, ,2,1, ,1,2, ,1,98, , ,48307,1.35483870967742,.43256436261969
101616,1,62215,1,S,1,34,2,2,1,3,1,1,3,1,2, ,2,8,2,2,2,1,2,1, , , , , , , , , ,1, , , , ,2, ,2,2, , , ,2,2,2,2, ,2,2,2,2,8,8,2,1,2,8,8,8,8,8,8,8,1, ,2,3,2,4,3,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,2,3,4,4,4,4,2,3,64,1,2,2, , , ,8, ,2,9,9,9,2, ,1,6, , ,08515,2.06451612903226,.65914569542048
101621,1,62215,1,S,1,25,2,2,3,2,2,2, , , , ,3,3,3,3,3,1,8,2,2,2,1,1, ,2,8,2,2,2,2,2,1,2, , , , , , , ,2,2,2, , ,2,2,2,2,2,9,2,1,2,8,1,8,8,8,8,2,2, ,3, , , ,3, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,62,1,1,2, , , ,3, ,2,2, ,2,2, ,2,1, , ,01832,2.2258064516129,.710641452875205
101623,1,62215,1,S,1,25,1,2,2,2,1,2,2,1,2, ,3,3,2,3,3,1,2,4, , , , , , , , , ,1, , , , ,2,1, ,2,2,2,2, , , ,2, ,1,1,1,1,2,2,8,2,1,2,2,8,3,8,3,8,8,2,1,3,1, ,3,2,2,3,2,2,2,2, , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,1,1,1,1,4,4,4,2,4,3,8,65,3,1,2, , , ,4, ,2,3,8,3,2, ,1,7, , ,02356,1.51612903225806,.484060120074415
101624,1,62215,1,R,1,33,1,1,1,3,1,1,3,1,5, ,3,1,1,8,8,1,1, ,1,2,2,1,1,1,1,2,2,1, , , , ,2,2, ,2,2,2,1, , , ,2,2,2,2,1,1,2,2,1,1,2,8,1,8,8,8,8,1,2, ,2,4,2,3,3,2,2,2,1,1,1,2, , , , , , , , , ,2, , , , , , , , , , , , , , , , ,1,1,1,1,3,2,3,4,3,1,3,79,2,2,2, , , ,4, ,2,1, ,1,2, ,1,98, , ,03894,2.48387096774194,.793034664802766
101625,1,62215,1,S,2,18,2,1,2,2,2,2, , , , ,2,1,1,2,2,1,8,4,2,1,8,2, ,2,1,2, ,1, , , , , , , , , , , ,2,2,2, , ,2,2,2,1,2,1,1,1,2,1,8,2,8,8,8,1,2, ,1,6,2,1,3,3,3,2,2,2,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,4,4,4,4,2,2,2,63,1,3,2, , , ,5, ,2,2, ,3,2, ,1,7, , ,46307,3.09677419354839,.988718543130721
101631,1,62215,1,S,2,55,1,1,1,2,1,2,4,1,2, ,2,8,8,8,8,1,2,1, , , , , , , , , ,1, , , , ,2,2, ,2,2,2,2, , , ,2, ,2,2,1,1,8,8,8,1,2,8,8,8,8,8,8,8,8, ,3, , , ,3, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,84,1,2,2, , , ,4, ,2,3,2,4,2, ,1,5, , ,53168,1.70967741935484,.545855029020085
101632,1,62615,1,U,2,27,2,1,1,2,1,1,2,1,2, ,3,3,3,3,3,1,1, , , , , , , , , , ,1, , , , ,1, ,1,2, , , ,1,2,1,1,2,8,2,8,8,8,8,8,8,1,1,3,1,2,2,2,2,2,1,1,2,1, ,3,1,1,1,1,2,1,2, , , , , , , , , ,1,2,2,2,2,1,3,2,2,2,2,2,2,2,1,2,2,1,2,1,1,4,4,4,4,4,2,3,26,1,4,1,0,2,0,3, ,2,4,8,3,2, ,1,2, , ,55806,2.03225806451613,.648846543929535
101639,1,62315,1,U,3,48,2,1,2,4,1,2,5,1,2, ,1,8,1,1,1,2, , , , , , , , , , , ,1, , , , ,2, ,2,2, , , , , , ,2, ,2,2,1,8,8,8,8,1,1,8,8,8,2,1,2,2,2,2,6, , , ,3, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,63,1,2,2, , , ,6, ,1,3,8,4,2, ,5,3,2, ,76712,5.2258064516129,1.66846254153309
101640,1,62615,1,U,2,31,1,1,2,3,2,2, , , , ,3,3,2,3,3,1,2,2,2,2,1,1, ,2,2,2,9,1, , , , , , , , ,2,2,2, , , , , ,2,2,2,2,1,1,2,1,2,3,1,1,3,8,1,1,2, ,3, , , ,3, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,57,5,1,2, , , ,2, ,1,3,8,2,2, ,1,1, , ,68521,1.16129032258065,.37076945367402
101645,1,62215,1,S,3,48,2,2,2,8,2,2, , , , ,3,3,8,3,3,1,2,7,1,9,2,2, ,2,2,2, ,2,1,1,2,1, , , , , , , ,2,2,2, , ,2,2,2,2,2,2,2,1,2,8,8,8,8,8,8,8,8, ,3, , , ,3, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,86,1,2,2, , , ,6, ,2,3,9,3,2, ,1,98, , ,76706,1,.319273696219295
101650,1,62315,1,S,3,1,2,1,4,4,1,1,2,1,2, ,1,1,1,1,1,1,1, , , , , , , , , , ,1, , , , ,1, ,2,2, , , ,1,2,2,2,2,2,2,1,1,2,2,2,1,1,2,1,3,2,3,8,2,2,2,4, , , ,3,1,1,1,1,1,1,2, , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,47,3,2,1,0,1,1,4, ,1,3,8,2,2, ,1,3, , ,35063,3.06451612903226,.978419391639776
101666,1,62215,1,S,2,17,2,1,1,1,1,1,2,1,2, ,3,3,2,3,3,1,1, , , , , , , , , , ,1, , , , ,2, ,1,2, , , ,1,2,2,2,2,1,1,1,1,2,2,1,2,2,2,2,8,3,8,2,2,2, ,3, , , ,3, , , , , , ,2, , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2, , , , , , , , , , ,2,67,1,2,2, , , ,6, ,2,3,2,3,2, ,1,8, , ,60012,1.32258064516129,.422265211128745
101668,1,62215,1,U,3,48,2,2,3,3,2,2, , , , ,2,2,2,2,2,2, , ,2,8,8,8, ,8,8,2, ,2,1,1,1,1, , , , , , , , , , , , ,2,2,2,1,1,1,2,1,2,8,8,8,8,8,8,1,8, ,3, , , ,2,8,8,1,1,8,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,68,5,1,2, , , ,3,8,1,4,8,8,2, ,1,2,2, ,79701,4.41935483870968,1.41098375425947
101674,1,62215,1,S,3,37,1,2,1,3,1,2,3,1,2, ,2,2,2,2,2,1,8,4, , , , , , , , , ,1, , , , ,2,1, ,2,2,2,2, , , ,2, ,1,1,2,2,2,2,2,1,2,2,2,8,2,8,2,2,8, ,1,5,1, ,3,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,1,1,1,1,4,4,4,4,4,1,3,51,1,4,2, , , ,4, ,2,2, ,2,2, ,1,5, , ,27012,3.64516129032258,1.16380411847679
101675,1,62215,1,S,2,27,1,1,1,2,1,1,3,1,2, ,2,2,2,2,2,1,2,7, , , , , , , , , ,1, , , , ,2,2, ,2,2,2,2, , , ,2, ,2,2,1,1,2,2,2,1,2,2,1,2,3,8,3,2,1, ,1,1,1, ,3,3,3,3,3,3,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2,1,3,3,3,3,3,2,2,53,1,3,2, , , ,6, ,2,3,8,3,2, ,1,7, , ,55044,1.83870967741935,.587051634983865
101678,1,62215,1,R,3,40,1,2,1,4,2,2, , , , ,1,1,1,1,2,1,2,1,1,2,8,8, ,2,1,2, ,1, , , , , , , , ,2,2,2, , , , , ,2,2,2,2,1,2,2,1,2,3,2,8,8,8,8,1,1, ,3, , , ,3, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,81,5,1,2, , , ,7, ,1,2, ,3,2, ,1,2, , ,74523,1,.319273696219295
101682,1,62215,1,R,2,31,2,2,1,1,1,1,3,2, , ,3,8,8,2,2,1,2,2,2,2,1,1, ,1,1,2,1,1, , , , ,2, ,2,2, , , ,2,2,2,2, ,2,1,2,2,1,1,2,1,2,8,1,8,8,8,8,2,1, ,3, , , ,3, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,80,5,1,2, , , ,3, ,2,1, ,1,2, ,1,3, , ,68786,1.35483870967742,.43256436261969
101694,1,62215,1,U,3,37,1,1,1,3,1,1,2,1,2, ,3,3,3,3,3,1,1, , , , , , , , , , ,1, , , , ,2,2, ,2,1,1,1, , , ,2,2,2,2,2,2,1,2,2,1,1,3,3,2,2,2,3,1,2,2,1,1,2,2,2,2,1,2,2,1,2,1,1,1,1,1,2,2,2,2,2,2, , , , , , , , , , , , , , , , ,1,1,1,2,2,3,3,2,2,2,3,99,1,6,1,9,9,9,7,3,2,9,9,9,2, ,9,99, , ,27103,1.41935483870968,.45316266560158
101703,1,62715,1,U,3,37,1,1,3,2,2,2, , , , ,3,3,3,3,1,1,1, ,1,1,2,2,2,2,2,1, ,1, , , , , , , , ,1,1,1, , , , ,2,1,2,1,1,2,1,1,2,1,2,2,8,2,8,8,1,2,2,1,5,2,1,3,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,1,1,1,2,2,2,2,2,2,2,2,2, , , , , ,1,2,1,2,4,4,4,4,4,3,1,44,1,2,2, , , ,8, ,2,2, ,4,2, ,8,9, , ,28269,2.2258064516129,.710641452875205
101715,1,62215,1,U,1,36,1,2,3,3,1,1,2,2, , ,3,3,2,2,3,1,1, ,1,2,2,2,1,1,2,2,3,2,1,2,1,2,1,1, ,1,2,2,2, , , ,2,2,2,2,8,2,2,2,8,8,1,2,2,8,3,2,3,1,2,2,1,1,2,4,3,1,1,2,1,4,1,1,2,2,2,1,2,2,2,2, ,2, , , , , , , , , , , ,2,2,2,2,2,2,1,1,1,4,4,4,4,4,2,3,45,6,1,1,0,2,0,4, ,2,2, ,3,2, ,2,99, , ,11366,2.74193548387097,.875427876730326
101720,1,62215,1,S,1,42,1,1,2,3,1,1,2,1,2, ,2,8,2,1,8,1,1, , , , , , , , , , ,1, , , , ,2,2, ,2,1,1,1, , , ,2,2,2,2,2,2,2,2,2,1,2,2,1,8,2,8,2,8,1, ,3, , , ,3, , , , , , ,2, , , , , , , , , ,1,1,1,2,2,1,3,2,1,8,2,2, , , , , , , , , , , , , , , ,1,66,3,1,2, , , ,8, ,2,3,1,2,2, ,1,8, , ,18055,1,.319273696219295
101733,1,62415,1,S,3,51,1,1,1,1,1,1,2,1,2, ,1,1,1,1,1,1,1, , , , , , , , , , ,1, , , , ,2,1, ,2,2,2,2, , , ,2,2,2,2,1,1,2,2,1,8,1,2,3,2,8,8,3,8,8,2,1,3,2,1,3,1,1,1,1,1,1,2, , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,1,1,1,2,4,4,4,4,4,1,4,66,6,3,2, , , ,8, ,2,2, ,4,2, ,1,3, , ,23831,1.41935483870968,.45316266560158
101737,1,62215,1,S,3,12,1,2,3,4,1,1,1,1,2, ,2,2,2,2,2,1,1, , , , , , , , , , ,2,1,2,1,2,1,1, ,1,2,2,1, , , ,2,2,1,2,2,2,1,1,2,1,2,2,2,8,2,8,2,2,1, ,4, , , ,3,1,1,3,3,2,2,1,1,1,1,1,1,1,1,2,4,1,1,1,2,2,1,4,1,2,1,2,1,1,1,2,2,2, , , , , , , , , , ,2,31,2,2,1,0,2,0,4, ,2,3,8,3,2, ,1,3, , ,33974,5.2258064516129,1.66846254153309
101740,1,62215,1,U,4,8,1,2,1,3,1,1,2,1,2, ,1,1,1,8,2,1,1, , , , , , , , , , ,1, , , , ,2,1, ,2,1,2,1, , , ,2,2,2,2,1,1,2,1,1,1,2,8,2,8,3,8,2,1,2, ,3, , , ,3, , , , , , ,2, , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2, , , , , , , , , , ,2,76,5,2,2, , , ,6, ,2,1, ,1,2, ,1,99, , ,80014,1.38709677419355,.442863514110635
101744,1,62315,1,R,4,8,1,1,2,3,1,1,5,1,5, ,1,1,2,1,2,1,8,1,2,2,1,1, ,1,8,2,2,1, , , , ,2,2, ,2,2,1,1, , , ,2, ,2,2,2,2,1,2,2,2,2,3,1,8,2,1,3,1,1, ,3, , , ,3, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,63,1,2,2, , , ,3, ,2,1, ,2,2, ,1,5, , ,81230,2.48387096774194,.793034664802766
101747,1,62215,1,S,4,8,2,2,2,2,2,2, , , , ,1,1,2,1,1,2, , ,2,2,2,2, ,2,2,1, ,1, , , , , , , , , , , , , , , , ,2,2,1,1,2,2,1,2,2,2,3,8,2,8,2,1,1, ,3, , , ,3, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,61,6,1,2, , , ,6, ,1,1, ,2,2, ,1,1,2, ,80003,2.74193548387097,.875427876730326
101756,1,62215,1,S,2,20,2,1,2,2,2,2, , , , ,3,1,1,3,1,1,2,3,2,2,2,2, ,1,2,2, ,2,2,2,2,1, , , , , , , ,2,2,2, , ,2,2,2,2,8,2,2,1,2,3,1,8,3,8,8,8,1, ,3, , , ,3, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,82,1,2,2, , , ,8, ,2,3,2,4,2, ,1,99, , ,67354,1,.319273696219295
101757,1,62415,1,S,3,37,1,2,1,4,2,2, , , , ,3,3,1,1,3,1,2,2,1,2,2,1, ,2,8,2, ,1, , , , , , , , ,2,2,2, , , , , ,2,2,2,2,1,8,1,1,2,2,8,8,8,8,3,2,1, ,3, , , ,3, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,72,5,1,2, , , ,3, ,1,3,8,8,2, ,1,2, , ,28445,1.41935483870968,.45316266560158
101781,1,62215,1,S,4,32,2,2,1,3,1,1,2,1,2, ,3,3,3,3,3,1,1, , , , , , , , , , ,1, , , , ,1, ,1,1, , , ,2,2,1,2,2,1,1,2,2,2,2,2,1,2,3,2,2,3,3,1,1,1, ,1,5,2,4,3,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,3,1,2,1,2,2,1,2,2,2,1,2,2,1,2,2,8,2,1,1,1,1,4,3,4,3,3,2,3,52,1,2,2, , , ,8, ,2,1, ,2,2, ,1,9, , ,89523,1.67741935483871,.53555587752914
101784,1,62215,1,U,3,12,1,2,1,1,1,1,2,1,2, ,1,2,2,3,3,1,1, , , , , , , , , , ,1, , , , ,2,1, ,2,2,2,1, , , ,2,2,2,2,1,1,2,1,8,2,1,2,2,3,2,3,2,2,8,2,3, , , ,3, , , , , , ,2, , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2, , , , , , , , , , ,2,72,5,1,2, , , ,3, ,2,1, ,3,2, ,1,6, , ,33771,2,.63854739243859
101786,1,62215,1,S,3,45,1,2,1,1,1,1,2,1,1,2,3,1,1,3,2,1,1, , , , , , , , , , ,1, , , , ,1,1, ,1,1,1,1, , , ,2,1,1,1,1,2,2,2,1,2,2,2,3,1,8,2,8,1,2, ,1,6,2,1,3,1,1,1,1,2,1,1,2,2,2,1,2,2,2,2, ,2, , , , , , , , , , , ,2,2,2,2,2,1,1,1,1,4,4,4,4,4,1,3,30,6,3,2, , , ,8, ,2,2, ,3,2, ,1,2, , ,29687,2.45161290322581,.782735513311821
101794,1,62215,1,S,2,39,2,2,2,2,1,2,2,1,2, ,1,1,3,3,3,1,1, , , , , , , , , , ,1, , , , ,2, ,1,2, , , ,1,2,1,2,2,2,1,1,1,2,8,1,1,1,2,2,1,3,8,2,1,1,2,3, , , ,2,3,4,1,1,1,1,2, , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2, , , , , , , , , , ,1,68,5,1,2, , , ,8,8,2,1, ,3,2, ,1,98, , ,44121,1,.319273696219295
101808,1,62215,1,S,1,36,2,2,1,3,1,1,2,1,2, ,1,1,3,3,3,1,1, , , , , , , , , , ,1, , , , ,1, ,1,1, , , ,2,1,1,2,2,1,1,1,2,2,2,1,2,1,2,2,8,3,8,2,1,1,2,1,1,2,1,3,2,1,1,2,2,2,2, , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,1,1,2,1,4,2,4,2,4,4,1,52,1,3,1,0,0,1,6, ,2,1, ,3,2, ,1,9, , ,11740,4.06451612903226,1.29769308785907
101812,1,62215,1,S,4,6,2,2,3,2,2,2, , , , ,3,3,3,3,2,1,2,1,1,2,2,2, ,2,2,2, ,1, , , , , , , , , , , ,2,2,2, , ,1,2,1,8,2,8,2,1,2,2,2,8,8,8,8,2,1, ,3, , , ,3, , , , , , ,1,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,81,3,2,2, , , ,4, ,1,2, ,2,2, ,2,99, , ,94531,2.09677419354839,.669444846911425
101813,1,62315,1,S,4,6,1,1,1,2,1,1,1,1,2, ,1,1,2,1,2,1,1, , , , , , , , , , ,1, , , , ,1,1, ,2,2,1,1, , , ,2,2,1,1,1,1,2,2,2,1,1,8,1,1,3,8,3,1,1,2,1,1,2,1,3,1,1,2,3,1,2,2, , , , , , , , , ,1,2,1,2,2,1,2,2,2,2,2,2,1,2,1,2,2,1,1,1,2,3,3,4,2,3,2,2,55,1,2,1,0,0,1,6, ,2,1, ,3,2, ,1,9, , ,94945,1.48387096774194,.47376096858347
101821,1,62215,1,R,3,1,2,1,2,4,1,2,1,1,2, ,3,3,3,3,3,1,2,97, , , , , , , , , ,1, , , , ,1, ,2,1, , , ,2,2,2,2, ,1,1,1,1,1,2,1,1,2,3,1,8,3,8,3,1,1, ,1,3,2,1,3,1,1,1,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,4,4,4,4,4,1,1,53,1,3,2, , , ,4, ,2,1, ,1,2, ,1,8, , ,35769,3.67741935483871,1.17410326996773
101826,1,62215,1,U,4,6,2,1,1,3,1,1,3,1,1,1,3,3,3,3,2,1,1, ,2,2,2,2,1,8,8,2, ,1, , , , ,2, ,2,2, , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,1,8,3,8,8,1,2, ,3, , , ,3, , , , , , ,2, , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,66,1,2,2, , , ,5, ,2,1, ,2,2, ,1,8, , ,95661,1.74193548387097,.55615418051103
101835,1,62315,1,R,4,6,2,2,3,4,2,2, , , , ,3,3,3,3,3,2, , ,2,2,2,2, ,2,8,1, ,1, , , , , , , , , , , , , , , , ,2,2,1,1,2,1,2,2,2,2,8,8,8,8,8,8,1, ,3, , , ,3, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,75,1,2,2, , , ,4, ,2,3,1,2,2, ,1,3,2, ,95971,4.61290322580645,1.47277866320514
101841,1,62415,1,U,4,6,2,1,1,3,2,2, , , , ,3,8,3,8,3,1,2,3,2,2,1,2, ,2,2,2, ,1, , , , , , , , , , , ,2,2,2, , ,2,2,2,2,2,2,2,1,2,8,3,3,1,8,8,2,2, ,3, , , ,3, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,84,5,1,2, , , ,4, ,2,2, ,3,2, ,2,2, , ,90034,2.12903225806452,.679743998402371
101851,1,62215,1,S,4,4,1,1,2,2,1,2,1,1,2, ,2,1,2,2,2,1,2,4, , , , , , , , , ,1, , , , ,1,1, ,1,2,2,1, , , ,2, ,1,8,1,2,2,2,1,1,2,8,8,8,8,8,3,2,1, ,1,1,2,4,3,1,1,1,1,8,1,2, , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2,1,1,1,1,2,4,4,4,4,2,3,66,1,2,2, , , ,6, ,1,2, ,3,2, ,1,99, , ,85296,1.35483870967742,.43256436261969
101852,1,62315,1,R,3,48,1,2,1,2,1,1,2,2, , ,3,3,3,3,3,1,1, ,2,2,1,2,1,1,1,8,1,2,2,2,1,1,1,1, ,1,2,1,1, , , ,2,2,2,2,2,2,8,8,2,1,1,2,2,3,3,8,3,1,8,2,1,5,2,1,1,1,1,1,1,2,1,1,2,2,2,1,2,2,2,8, ,1,1,1,2,2,2,3,2,2,2,2,2,2,2,2,2,2,1,1,1,2,4,4,4,4,4,1,3,42,1,3,1,0,0,2,6,3,2,1, ,1,2, ,1,7, , ,75431,3.51612903225806,1.12260751251301
101865,1,62215,1,U,3,5,1,2,8,8,2,2, , , , ,3,8,3,3,8,2, , ,2,2,2,2, ,2,2,1, ,1, , , , , , , , , , , , , , , , ,2,2,2,1,2,8,2,1,2,2,3,8,2,8,2,2,1, ,3, , , ,3, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,64,1,2,2, , , ,3, ,1,9,9,9,2, ,1,5,2, ,72727,7.16129032258065,2.28641163098979
101866,1,62215,1,S,2,27,1,2,1,3,1,1,2,1,2, ,2,3,1,2,3,1,1, , , , , , , , , , ,1, , , , ,1,1, ,2,1,2,1, , , ,2,2,1,1,1,2,2,2,2,1,1,2,2,1,1,1,2,1,2,2,2,2,1, ,1,2,1,2,1,2,1,2, , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2,1,2,2,1,4,4,4,4,4,2,2,18,6,4,2, , , ,3,2,2,1, ,3,2, ,1,98, , ,55025,3.80645161290323,1.21529987593151
101881,1,62215,1,R,2,55,1,1,1,3,2,2, , , , ,3,1,2,3,3,1,2,1,1,1,2,2, ,2,2,1, ,1, , , , , , , , ,2,2,2, , , , , ,1,1,1,1,2,2,8,2,2,8,2,8,8,8,3,1,1, ,2,8,1, ,3,2,4,5,5,3,5,1,2,2,2,2,2,2,2,1, , , , , , , , , , , , , , , , , , ,2,2,2,1,4,3,4,4,3,1,1,54,5,1,2, , , ,2, ,1,3,8,3,2, ,1,3, , ,54428,2.29032258064516,.731239755857095
101887,1,62215,1,U,4,6,2,1,2,1,1,1,2,1,2, ,3,3,3,3,3,1,1, , , , , , , , , , ,1, , , , ,2, ,2,2, , , ,2,2,2,2,2,2,2,2,1,2,2,1,1,1,2,2,1,8,8,8,2,1,2,3, , , ,3, , , , , , ,2, , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,3,64,1,2,2, , , ,8, ,2,2, ,3,2, ,1,7, , ,94611,1.51612903225806,.484060120074415
101899,1,62215,1,S,4,6,1,2,2,2,1,2,4,1,2, ,3,3,3,3,8,1,2,2, , , , , , , , , ,1, , , , ,1,2, ,1,2,2,2, , , ,2, ,1,2,1,1,2,2,1,1,2,1,3,2,2,8,2,1,2, ,3, , , ,3, , , , , , ,1,1,1,1,1,1,1,2,8,5, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,80,3,1,2, , , ,5, ,1,3,1,3,2, ,1,2, , ,92821,1.96774193548387,.628248240947645
101903,1,62415,1,S,4,6,2,1,1,2,1,2,4,1,2, ,2,2,1,1,1,2, , , , , , , , , , , ,1, , , , ,2, ,1,2, , , , , , ,2, ,2,1,8,1,8,8,2,2,2,8,8,8,8,8,8,8,8, ,3, , , ,3, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,2,2,2,2,2, , , , , , , , , , ,2,86,1,2,2, , , ,8, ,2,2, ,3,2, ,1,8,1, ,93420,1.74193548387097,.55615418051103
101904,1,62215,1,S,4,6,1,2,2,4,1,1,1,1,2, ,3,2,1,3,3,1,1, , , , , , , , , , ,1, , , , ,2,1, ,2,2,2,2, , , ,2,2,2,1,1,1,2,2,1,1,1,1,3,3,1,3,1,2,1,1,3, , , ,3, , , , , , ,2, , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2, , , , , , , , , , ,2,77,1,2,2, , , ,3, ,2,2, ,4,2, ,1,3, , ,96003,2.32258064516129,.74153890734804
101905,1,62715,1,S,4,6,2,1,1,1,1,1,2,1,2, ,3,3,3,3,3,1,1, , , , , , , , , , ,1, , , , ,1, ,1,1, , , ,1,2,2,2,2,2,2,1,1,2,1,1,1,2,8,2,8,8,8,2,1,2, ,1,1,2,1,3,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,8,2, , , , , , , , , , , ,2,2,2,2,2,2,1,1,1,3,4,4,4,1,1,2,50,1,2,1,0,0,1,8, ,2,2, ,4,2, ,1,9, , ,94301,1.93548387096774,.6179490894567
101909,1,62215,1,S,4,41,2,1,1,3,1,1,3,1,2, ,3,3,3,3,3,1,1, , , , , , , , , , ,1, , , , ,1, ,1,2, , , ,2,2,2,2,2,2,2,1,2,2,1,2,1,2,2,3,3,3,3,3,1,2, ,3, , , ,3, , , , , , ,2, , , , , , , , , ,2, , , , , , , , , , , ,2,2,2,2,2, , , , , , , , , , ,2,61,3,1,2, , , ,4, ,1,2, ,3,2, ,1,4, , ,97381,1.2258064516129,.39136775665591
101912,1,62215,1,S,4,6,1,2,1,2,1,1,1,1,2, ,3,3,3,3,3,1,1, , , , , , , , , , ,1, , , , ,2,1, ,2,2,2,2, , , ,2,2,2,1,1,2,2,2,1,2,1,2,2,2,8,3,3,1,1,2,1,1,2,2,3,1,1,1,1,1,1,2, , , , , , , , , ,2, , , , , , , , , , , ,2,2,1,2,2,1,2,1,1,2,4,4,4,4,3,3,50,1,2,2, , , ,8, ,2,3,8,3,2, ,1,8, , ,92026,2.16129032258065,.690043149893316
101921,1,62215,1,S,4,41,2,2,2,2,1,1,2,1,2, ,3,3,3,3,3,1,1, , , , , , , , , , ,2,1,2,1,1,1, ,2,1, , , ,2,2,1,2,2,2,2,2,2,2,1,2,1,2,8,1,1,8,8,3,1,1, ,1,5,2,1,3,2,2,8,2,2,2,1,1,2,1,1,2,1,1,2,3,2, , , , , , , , , , , , , , , , ,1,1,1,2,4,4,4,4,2,2,4,99,9,9,9, , , ,99, ,9,2, ,5,9, ,9,99, , ,97405,1,.319273696219295
